volcanoNumber;volcanoName;Eruption Number;Eruption Category;Area of Activity;VEI;VEI Modifier;edate;StartYear;Start Year Uncertainty;Start Month;Start Day Modifier;Start Day;Start Day Uncertainty;Evidence Method (dating);End Year;End Year Uncertainty;End Month;End Day Modifier;End Day;End Day Uncertainty;Latitude;Longitude
241100;Ruapehu;14637;Confirmed Eruption;;1;;1970-9-16;1970;;9;;16;;Observations: Reported;1970;;9;;17;;-39,28;175,57
300240;Tolbachik;19321;Confirmed Eruption;;2;;1970-9-16;1970;;9;;16;15;Observations: Reported;1970;;12;;1;30;55,832;160,326
345020;Rincon de la Vieja;11098;Confirmed Eruption;;1;;1970-8-14;1970;;8;;14;;Observations: Reported;1970;;8;;15;;10,83;-85,324
390030;Deception Island;13195;Confirmed Eruption;NE of Telefon Bay;3;;1970-8-12;1970;;8;;12;;Observations: Reported;;;;;;;-62,9567;-60,6367
261140;Marapi;15466;Confirmed Eruption;Bungo, Bongsu, Tuo, B and C Craters;2;;1970-7-26;1970;;7;;26;5;Observations: Reported;1971;;8;;20;;-0,38;100,474
345040;Poas;11172;Confirmed Eruption;;1;;1970-7-16;1970;;7;;16;15;Observations: Reported;;;;;;;10,2;-84,233
261120;Sorikmarapi;15413;Confirmed Eruption;;2;;1970-7-2;1970;;7;;2;182;Observations: Reported;;;;;;;0,686;99,539
264180;Lewotobi;16295;Confirmed Eruption;Lewotobi Lakilaki;2;;1970-7-2;1970;;7;;2;182;Observations: Reported;;;;;;;-8,542;122,775
264270;Sirung;16364;Confirmed Eruption;;2;?;1970-7-2;1970;;7;;2;182;Observations: Reported;;;;;;;-8,4972;124,1306
241130;Rumble III;14673;Confirmed Eruption;;0;;1970-7-2;1970;;7;;2;182;Observations: Hydrophonic;;;;;;;-35,745;178,478
290070;Etorofu-Yakeyama [Grozny Group];18751;Confirmed Eruption;Ivan Grozny;1;;1970-7-2;1970;;7;;2;182;Observations: Reported;;;;;;;45,012;147,871
241040;Whakaari/White Island;14483;Confirmed Eruption;Rudolf vent;2;;1970-6-30;1970;;6;;30;30;Observations: Reported;;;;;;;-37,52;177,18
284010;Izu-Oshima;18239;Confirmed Eruption;Mihara-yama;1;;1970-6-30;1970;;6;;30;;Observations: Reported;1970;;11;;12;;34,724;139,394
333030;Moua Pihaa;10306;Confirmed Eruption;;0;;1970-6-21;1970;;6;;21;;Observations: Hydrophonic;1970;;6;;23;;-18,325;-148,525
272020;Kanlaon;16733;Confirmed Eruption;;1;?;1970-6-5;1970;;6;;5;;Observations: Reported;1970;;8;;24;;10,4096;123,13
300260;Klyuchevskoy;19456;Confirmed Eruption;;2;;1970-5-26;1970;;5;;26;;Observations: Reported;1970;;12;;27;;56,056;160,642
255020;Bagana;15137;Confirmed Eruption;;2;;1970-5-21;1970;;5;;21;15;Observations: Reported;1971;;8;>;16;15;-6,137;155,196
252010;Langila;14995;Confirmed Eruption;Crater 2;2;;1970-5-20;1970;;5;;20;;Observations: Reported;1970;;9;;22;;-5,525;148,42
300130;Karymsky;19184;Confirmed Eruption;;3;;1970-5-11;1970;;5;;11;;Observations: Reported;1982;;10;;11;;54,049;159,443
257050;Lopevi;15308;Confirmed Eruption;Summit, NW and east flanks;2;;1970-5-9;1970;;5;;9;;Observations: Reported;1972;;8;;7;;-16,507;168,346
372070;Hekla;12750;Confirmed Eruption;Sudurgigar, Hlidargigar, Oldugigar;3;;1970-5-5;1970;;5;;5;;Observations: Reported;1970;;7;;5;;63,983;-19,666
282110;Asosan;17335;Confirmed Eruption;Naka-dake;2;;1970-4-21;1970;;4;;21;;Observations: Reported;1972;;9;;16;15;32,8849;131,085
343100;San Miguel;10861;Confirmed Eruption;;1;;1970-3-30;1970;;3;;30;;Observations: Reported;1970;;4;;5;;13,434;-88,269
266030;Soputan;13598;Confirmed Eruption;;2;;1970-2-16;1970;;2;;16;15;Observations: Reported;1970;;5;;26;5;1,112;124,737
290120;Kolokol Group;18773;Confirmed Eruption;Berg;3;;1970-2-16;1970;;2;;16;15;Observations: Reported;1970;;3;;16;15;46,042;150,083
284070;Myojinsho;18323;Confirmed Eruption;Myojinsho;2;;1970-1-29;1970;;1;;29;;Observations: Reported;1970;;6;;16;15;31,888;139,918
284010;Izu-Oshima;18238;Confirmed Eruption;Mihara-yama;1;;1970-1-26;1970;;1;;26;;Observations: Reported;1970;;1;;31;;34,724;139,394
300240;Tolbachik;19320;Confirmed Eruption;;1;;1970-1-16;1970;;1;;16;15;Observations: Reported;1970;;4;;16;15;55,832;160,326
252120;Ulawun;15051;Confirmed Eruption;;3;;1970-1-15;1970;;1;;15;;Observations: Reported;1970;;2;;11;;-5,05;151,33
264010;Batur;16198;Confirmed Eruption;SW flank (1963 vent);1;;1970-1-5;1970;;1;;5;4;Observations: Reported;1970;;1;;15;;-8,2403;115,3775
344070;Negro, Cerro;10963;Confirmed Eruption;;1;;1969-12-19;1969;;12;;19;;Observations: Reported;1969;;12;;29;;12,506;-86,702
284120;Ioto;18411;Confirmed Eruption;;1;;1969-12-1;1969;;12;;1;30;Observations: Reported;1969;;12;;1;30;24,751;141,289
266100;Lokon-Empung;16452;Confirmed Eruption;Tompaluan;2;;1969-11-27;1969;;11;;27;;Observations: Reported;1970;;12;;26;5;1,3644;124,7992
273070;Taal;16857;Confirmed Eruption;SW flank (near Mt. Tabaro);2;;1969-10-29;1969;;10;;29;;Observations: Reported;1969;;12;;10;;14,0106;120,9975
255060;Kavachi;15160;Confirmed Eruption;;2;;1969-10-28;1969;;10;;28;;Observations: Reported;1970;;2;;6;;-8,991;157,979
272020;Kanlaon;16732;Confirmed Eruption;;2;;1969-10-10;1969;;10;;10;;Observations: Reported;1969;;10;;29;;10,4096;123,13
252010;Langila;14994;Confirmed Eruption;Crater 2 or 3;2;;1969-9-29;1969;;9;;29;;Observations: Reported;1969;;9;;29;;-5,525;148,42
257020;Gaua;15223;Confirmed Eruption;Mt. Garat;2;;1969-9-22;1969;;9;;22;;Observations: Reported;;;;;;;-14,281;167,514
345020;Rincon de la Vieja;11078;Confirmed Eruption;;2;;1969-9-20;1969;;9;;20;;Observations: Reported;1969;;10;;16;;10,83;-85,324
300260;Klyuchevskoy;19455;Confirmed Eruption;;2;;1969-9-16;1969;;9;;16;15;Observations: Reported;1969;;12;;16;15;56,056;160,642
311020;Kiska;19665;Confirmed Eruption;;2;?;1969-9-11;1969;;9;;11;;Observations: Reported;1969;;9;;16;;52,103;177,602
241040;Whakaari/White Island;14482;Confirmed Eruption;Rudolf vent;2;;1969-8-16;1969;;8;;16;15;Observations: Reported;1969;;9;;16;15;-37,52;177,18
263090;Tangkuban Parahu;15682;Confirmed Eruption;Kawah Ecoma;1;;1969-7-20;1969;;7;;20;;Observations: Reported;1969;;10;;21;;-6,77;107,6
261170;Kerinci;15519;Confirmed Eruption;;2;;1969-7-2;1969;;7;;2;182;Observations: Reported;1970;;7;;2;182;-1,697;101,264
263180;Slamet;13403;Confirmed Eruption;;2;;1969-6-23;1969;;6;;23;;Observations: Reported;1969;;8;;16;15;-7,242;109,208
241100;Ruapehu;14636;Confirmed Eruption;;2;;1969-6-22;1969;;6;;22;;Observations: Reported;1969;;6;;23;;-39,28;175,57
354020;Ubinas;11790;Confirmed Eruption;;2;?;1969-6-16;1969;;6;;16;15;Observations: Reported;;;;;;;-16,345;-70,8972
355100;Lascar;11860;Confirmed Eruption;;1;;1969-5-16;1969;;5;;16;;Observations: Reported;;;;;;;-23,37;-67,73
345040;Poas;11171;Confirmed Eruption;;2;;1969-5-3;1969;;5;;3;;Observations: Reported;1969;;6;;3;;10,2;-84,233
345020;Rincon de la Vieja;11097;Confirmed Eruption;;2;;1969-4-22;1969;;4;;22;;Observations: Reported;1969;;5;;16;15;10,83;-85,324
333030;Moua Pihaa;10305;Confirmed Eruption;;0;;1969-4-22;1969;;4;;22;;Observations: Hydrophonic;1969;;4;;29;;-18,325;-148,525
274020;Didicas;16877;Confirmed Eruption;North side;2;;1969-3-21;1969;;3;;21;;Observations: Reported;1969;;6;;16;15;19,077;122,202
284141;Ahyi;18475;Confirmed Eruption;S of Ahyi (20.24 N, 145.02 E);0;;1969-3-11;1969;;3;;11;;Observations: Hydrophonic;1969;;3;;13;;20,42;145,03
264100;Ebulobo;13704;Confirmed Eruption;;2;?;1969-2-27;1969;;2;;27;;Observations: Reported;;;;;;;-8,817;121,191
332010;Kilauea;10104;Confirmed Eruption;East rift zone (885-945 m), Alae Crater;0;;1969-2-22;1969;;2;;22;;Observations: Reported;1974;;9;;19;;19,421;-155,287
390030;Deception Island;13194;Confirmed Eruption;West side of Mount Pond;3;;1969-2-21;1969;;2;;21;;Observations: Reported;1969;;3;;16;15;-62,9567;-60,6367
290380;Ebeko;18872;Confirmed Eruption;Northern crater;1;;1969-2-16;1969;;2;;16;15;Observations: Reported;1969;;2;?;16;15;50,686;156,014
344040;Telica;10927;Confirmed Eruption;;2;;1969-2-11;1969;;2;;11;;Observations: Reported;1971;;12;>;16;15;12,606;-86,84
264110;Iya;16259;Confirmed Eruption;Crater II (upper SW flank);3;;1969-1-27;1969;;1;;27;;Observations: Reported;1969;;1;;30;;-8,891;121,641
241080;Tongariro;14600;Confirmed Eruption;Ngauruhoe;2;;1969-1-21;1969;;1;;21;;Observations: Reported;;;;;;;-39,157;175,632
284010;Izu-Oshima;18237;Confirmed Eruption;Mihara-yama;1;;1969-1-19;1969;;1;;19;;Observations: Reported;1969;;7;;16;15;34,724;139,394
284120;Ioto;18410;Confirmed Eruption;West side (Asodai);1;;1969-1-12;1969;;1;?;12;;Observations: Reported;1969;;1;?;21;;24,751;141,289
282050;Kuchinoerabujima;16974;Confirmed Eruption;Shindake;3;;1968-12-21;1968;;12;;21;;Observations: Reported;1969;;3;;10;;30,443;130,217
264180;Lewotobi;16294;Confirmed Eruption;Lewotobi Lakilaki;2;;1968-11-28;1968;;11;;28;;Observations: Reported;1969;;2;;2;;-8,542;122,775
312160;Trident;20092;Confirmed Eruption;SW flank;3;;1968-11-13;1968;;11;;13;;Observations: Reported;1968;;11;;13;;58,236;-155,1
344070;Negro, Cerro;10962;Confirmed Eruption;Summit and south flank;3;;1968-10-23;1968;;10;;23;;Observations: Reported;1968;;12;;10;;12,506;-86,702
261160;Talang;15492;Confirmed Eruption;NE flank;2;;1968-9-16;1968;;9;;16;15;Observations: Reported;1968;;10;;16;15;-0,979;100,681
284133;Fukujin;18094;Confirmed Eruption;;0;;1968-9-16;1968;;9;;16;15;Observations: Reported;;;;;;;21,93;143,47
241080;Tongariro;14599;Confirmed Eruption;Ngauruhoe;2;;1968-8-18;1968;;8;;18;;Observations: Reported;;;;;;;-39,157;175,632
255020;Bagana;15136;Confirmed Eruption;;2;;1968-8-16;1968;;8;;16;15;Observations: Reported;1968;;8;;16;15;-6,137;155,196
345033;Arenal;11134;Confirmed Eruption;W flank & summit;3;;1968-7-29;1968;;7;;29;;Observations: Reported;2010;;12;?;16;15;10,463;-84,703
284010;Izu-Oshima;18236;Confirmed Eruption;Mihara-yama;1;;1968-7-28;1968;;7;;28;;Observations: Reported;1968;;7;;28;;34,724;139,394
282020;Io-Torishima;16920;Confirmed Eruption;;1;;1968-7-18;1968;;7;;18;;Observations: Reported;1968;;7;;18;;27,881;128,223
266030;Soputan;13597;Confirmed Eruption;;1;;1968-7-16;1968;;7;;16;15;Observations: Reported;1968;;8;;16;15;1,112;124,737
300260;Klyuchevskoy;19454;Confirmed Eruption;;3;;1968-7-3;1968;;7;;3;;Observations: Reported;1968;;7;;3;;56,056;160,642
300240;Tolbachik;19319;Confirmed Eruption;;1;;1968-7-2;1968;;7;;2;182;Observations: Reported;1969;;7;;2;182;55,832;160,326
357010;Tupungatito;14112;Confirmed Eruption;;2;;1968-7-2;1968;;7;;2;182;Observations: Reported;;;;;;;-33,425;-69,797
345040;Poas;11170;Confirmed Eruption;;1;;1968-7-2;1968;;7;;2;182;Observations: Reported;;;;;;;10,2;-84,233
257020;Gaua;15222;Confirmed Eruption;Mt. Garat (upper SE flank);2;;1968-7-2;1968;;7;;2;182;Observations: Reported;1968;;12;;1;30;-14,281;167,514
353010;Fernandina;11666;Confirmed Eruption;West caldera wall;4;;1968-6-11;1968;;6;;11;;Observations: Reported;1968;;7;<;4;;-0,37;-91,55
264140;Kelimutu;16263;Confirmed Eruption;Tiwu Nua Muri;1;;1968-6-3;1968;;6;;3;;Observations: Reported;1968;;7;;29;;-8,77;121,82
373050;Kverkfjoll;12903;Confirmed Eruption;;0;;1968-5-23;1968;;5;;23;;Observations: Reported;1968;;6;;16;15;64,653;-16,647
353010;Fernandina;11665;Confirmed Eruption;ESE flank (600 m);2;;1968-5-21;1968;;5;;21;;Observations: Reported;1968;;5;;23;1;-0,37;-91,55
265060;Nila;16382;Confirmed Eruption;East flank;1;;1968-5-7;1968;;5;;7;;Observations: Reported;1968;;6;;16;15;-6,73;129,5
273030;Mayon;16803;Confirmed Eruption;;3;;1968-4-21;1968;;4;;21;;Observations: Reported;1968;;5;;20;;13,257;123,685
241100;Ruapehu;14635;Confirmed Eruption;;2;;1968-4-6;1968;;4;;6;;Observations: Reported;1968;;6;;10;;-39,28;175,57
251050;Long Island;14962;Confirmed Eruption;Motmot;2;;1968-3-16;1968;;3;;16;;Observations: Reported;1968;;6;;12;;-5,358;147,12
290070;Etorofu-Yakeyama [Grozny Group];18750;Confirmed Eruption;Ivan Grozny;1;;1968-2-16;1968;;2;;16;15;Observations: Reported;1968;;2;;16;15;45,012;147,871
261170;Kerinci;15518;Confirmed Eruption;;2;;1968-2-3;1968;;2;;3;;Observations: Reported;1968;;3;;18;;-1,697;101,264
273070;Taal;16856;Confirmed Eruption;SW flank (near Mt. Tabaro);2;;1968-1-31;1968;;1;;31;;Observations: Reported;1968;;4;;2;;14,0106;120,9975
241040;Whakaari/White Island;14481;Confirmed Eruption;Rudolf vent (back wall of 1933 crater);3;;1968-1-27;1968;;1;;27;;Observations: Reported;1969;;2;;16;15;-37,52;177,18
264010;Batur;16197;Confirmed Eruption;SW flank (Batur III);2;;1968-1-23;1968;;1;;23;;Observations: Reported;1968;;2;;15;;-8,2403;115,3775
284010;Izu-Oshima;18235;Confirmed Eruption;Mihara-yama;1;;1968-1-19;1968;;1;;19;;Observations: Reported;1968;;1;;19;;34,724;139,394
261160;Talang;15491;Confirmed Eruption;NE flank;1;;1968-1-14;1968;;1;;14;;Observations: Reported;1968;;1;?;14;;-0,979;100,681
284120;Ioto;18409;Confirmed Eruption;West side (Asodai);1;;1967-12-23;1967;;12;;23;;Observations: Reported;1967;;12;;23;;24,751;141,289
263280;Kelud;15424;Confirmed Eruption;Crater floor at foot of Kelut Peak;1;;1967-12-11;1967;;12;;11;;Observations: Reported;1967;;12;;11;;-7,935;112,314
243070;Lateiki;14764;Confirmed Eruption;;2;;1967-12-11;1967;;12;<;11;;Observations: Reported;1968;;1;;4;4;-19,18;-174,87
313030;Redoubt;20389;Confirmed Eruption;North end of summit crater (2300 m);3;;1967-12-6;1967;;12;;6;;Observations: Reported;1968;;4;>;28;;60,485;-152,742
390030;Deception Island;13193;Confirmed Eruption;North side (Telefon Bay, Yelcho I);3;;1967-12-4;1967;;12;;4;;Observations: Reported;1967;;12;;7;;-62,9567;-60,6367
267020;Karangetang;16525;Confirmed Eruption;;2;;1967-11-29;1967;;11;;29;;Observations: Reported;1967;;12;;2;;2,781;125,407
282020;Io-Torishima;16919;Confirmed Eruption;;1;;1967-11-25;1967;;11;;25;5;Observations: Reported;;;;;;;27,881;128,223
300130;Karymsky;19183;Confirmed Eruption;;1;;1967-11-16;1967;;11;;16;15;Observations: Reported;1967;;11;;16;15;54,049;159,443
332010;Kilauea;10101;Confirmed Eruption;Halemaumau;0;;1967-11-5;1967;;11;;5;;Observations: Reported;1968;;10;;22;;19,421;-155,287
261170;Kerinci;15517;Confirmed Eruption;;2;;1967-11-2;1967;;11;;2;;Observations: Reported;;;;;;;-1,697;101,264
300240;Tolbachik;19318;Confirmed Eruption;;2;;1967-10-16;1967;;10;;16;15;Observations: Reported;1967;;11;;16;15;55,832;160,326
261160;Talang;15490;Confirmed Eruption;NE flank (200 m below summit);1;;1967-10-10;1967;;10;;10;;Observations: Reported;1967;;10;;10;;-0,979;100,681
290360;Chikurachki;18852;Confirmed Eruption;;2;;1967-9-6;1967;;9;;6;;Observations: Reported;1967;;9;;20;;50,324;155,461
312160;Trident;20235;Confirmed Eruption;SW flank;3;;1967-9-5;1967;;9;;5;;Observations: Reported;1968;;2;;25;;58,236;-155,1
263300;Semeru;16007;Confirmed Eruption;Jonggring Seloko;3;;1967-8-31;1967;;8;;31;;Observations: Reported;2009;;3;;15;;-8,108;112,922
273070;Taal;16855;Confirmed Eruption;SW flank (near Mt. Tabaro);1;;1967-8-16;1967;;8;;16;;Observations: Reported;1967;;8;;19;;14,0106;120,9975
357060;Azul, Cerro;11960;Confirmed Eruption;Quizapu;2;?;1967-8-9;1967;;8;;9;;Observations: Reported;;;;;;;-35,653;-70,761
241100;Ruapehu;14634;Confirmed Eruption;;1;;1967-7-22;1967;;7;;22;;Observations: Reported;1967;;10;?;4;;-39,28;175,57
257020;Gaua;15221;Confirmed Eruption;Mt. Garat;2;;1967-7-16;1967;;7;;16;15;Observations: Reported;;;;;;;-14,281;167,514
257040;Ambrym;15274;Confirmed Eruption;Marum, Benbow, Mbuelesu;2;;1967-7-16;1967;;7;;16;15;Observations: Reported;1970;;8;;29;;-16,25;168,12
263090;Tangkuban Parahu;15681;Confirmed Eruption;Kawah Ecoma;1;;1967-7-16;1967;;7;;16;15;Observations: Reported;1967;;7;;16;15;-6,77;107,6
222120;Lengai, Ol Doinyo;14020;Confirmed Eruption;North Crater;3;;1967-7-8;1967;;7;;8;;Observations: Reported;1967;;9;;4;;-2,764;35,914
221080;Erta Ale;13935;Confirmed Eruption;;0;;1967-7-2;1967;;7;;2;182;Observations: Reported;2025;;5;;2;;13,601;40,666
264040;Tambora;16234;Confirmed Eruption;NE part of caldera floor;0;;1967-7-2;1967;20;7;;2;182;Observations: Reported;;;;;;;-8,25;118
300260;Klyuchevskoy;19453;Confirmed Eruption;;1;;1967-7-2;1967;;7;;2;182;Observations: Reported;;;;;;;56,056;160,642
333060;Macdonald;10314;Confirmed Eruption;;0;;1967-5-29;1967;;5;;29;;Observations: Hydrophonic;1967;;5;;29;;-28,98;-140,25
284010;Izu-Oshima;18234;Confirmed Eruption;Mihara-yama;1;;1967-5-16;1967;;5;;16;15;Observations: Reported;1967;;8;;16;15;34,724;139,394
282110;Asosan;17334;Confirmed Eruption;Naka-dake;1;;1967-5-16;1967;;5;;16;15;Observations: Reported;1969;;12;;16;15;32,8849;131,085
263180;Slamet;13402;Confirmed Eruption;;2;;1967-5-7;1967;;5;;7;;Observations: Reported;1967;;7;;16;15;-7,242;109,208
223020;Nyamulagira;14066;Confirmed Eruption;North flank (Gakararanga);2;;1967-4-23;1967;;4;;23;;Observations: Reported;1967;;5;;9;;-1,408;29,2
342090;Fuego;10724;Confirmed Eruption;;2;;1967-4-22;1967;;4;;22;;Observations: Reported;1967;;4;;24;;14,4748;-90,8806
261140;Marapi;15464;Confirmed Eruption;Crater C, Bungsu Crater;1;;1967-4-16;1967;;4;;16;15;Observations: Reported;1967;;7;;16;15;-0,38;100,474
284141;Ahyi;18494;Confirmed Eruption;SW of Farallon de Pájaros;0;;1967-3-27;1967;;3;;27;;Observations: Hydrophonic;1967;;4;;10;;20,42;145,03
300240;Tolbachik;19317;Confirmed Eruption;;2;;1967-3-16;1967;;3;;16;15;Observations: Reported;1967;;5;;16;15;55,832;160,326
263280;Kelud;15423;Confirmed Eruption;;1;;1967-2-18;1967;;2;;18;;Observations: Reported;1967;;2;;18;;-7,935;112,314
311360;Shishaldin;20084;Confirmed Eruption;;2;;1967-1-28;1967;;1;;28;;Observations: Reported;;;;;;;54,756;-163,97
257050;Lopevi;15307;Confirmed Eruption;Summit and NW flank;3;;1967-1-27;1967;;1;;27;;Observations: Reported;1969;;3;;31;;-16,507;168,346
252120;Ulawun;15050;Confirmed Eruption;;2;;1967-1-22;1967;;1;;22;;Observations: Reported;1967;;12;;28;;-5,05;151,33
252010;Langila;14993;Confirmed Eruption;Crater 2, Crater 3;2;;1967-1-19;1967;;1;;19;;Observations: Reported;1968;;6;;16;15;-5,525;148,42
290380;Ebeko;18871;Confirmed Eruption;Northern crater;1;;1967-1-16;1967;;1;;16;15;Observations: Reported;1967;;4;?;16;15;50,686;156,014
263250;Merapi;15914;Confirmed Eruption;Upper Batang breach (2600 m);2;;1967-1-12;1967;;1;;12;;Observations: Reported;1970;;7;;2;182;-7,54;110,446
343100;San Miguel;10860;Confirmed Eruption;;2;;1967-1-5;1967;;1;;5;;Observations: Reported;;;;;;;13,434;-88,269
345040;Poas;11169;Confirmed Eruption;;1;;1967-1-1;1967;;1;;1;;Observations: Reported;;;;;;;10,2;-84,233
282050;Kuchinoerabujima;16973;Confirmed Eruption;Shindake;2;;1966-11-22;1966;;11;;22;;Observations: Reported;1966;;11;;22;;30,443;130,217
241040;Whakaari/White Island;14480;Confirmed Eruption;Gilliver Crater;3;;1966-11-13;1966;;11;;13;;Observations: Reported;1967;;3;;16;15;-37,52;177,18
345020;Rincon de la Vieja;11096;Confirmed Eruption;;3;;1966-11-6;1966;;11;?;6;;Observations: Reported;1967;;12;;16;15;10,83;-85,324
343030;Izalco;10821;Confirmed Eruption;SSE flank (550 m below summit);0;;1966-10-28;1966;;10;;28;;Observations: Reported;1966;;11;;16;15;13,813;-89,633
313030;Redoubt;20388;Confirmed Eruption;North end of summit crater (2300 m);3;;1966-10-7;1966;;10;;7;;Observations: Reported;1967;;1;;15;;60,485;-152,742
266100;Lokon-Empung;16451;Confirmed Eruption;Tompaluan;2;;1966-9-24;1966;;9;;24;;Observations: Reported;1966;;9;?;30;;1,3644;124,7992
267040;Awu;16567;Confirmed Eruption;;4;;1966-8-12;1966;;8;;12;;Observations: Reported;1966;;10;;16;15;3,689;125,447
342090;Fuego;10723;Confirmed Eruption;;3;;1966-8-12;1966;;8;;12;;Observations: Reported;1966;;8;;13;;14,4748;-90,8806
343100;San Miguel;10859;Confirmed Eruption;;2;;1966-7-16;1966;;7;;16;15;Observations: Reported;;;;;;;13,434;-88,269
273070;Taal;16854;Confirmed Eruption;SW flank (near Mt. Tabaro);3;;1966-7-5;1966;;7;;5;;Observations: Reported;1966;;8;;4;;14,0106;120,9975
257020;Gaua;15220;Confirmed Eruption;Mt. Garat;2;;1966-7-2;1966;;7;;2;182;Observations: Reported;;;;;;;-14,281;167,514
263180;Slamet;13401;Confirmed Eruption;;2;;1966-7-2;1966;;7;;2;182;Observations: Reported;;;;;;;-7,242;109,208
312160;Trident;20234;Confirmed Eruption;SW flank;0;;1966-7-2;1966;;7;;2;182;Observations: Reported;;;;;;;58,236;-155,1
344040;Telica;10926;Confirmed Eruption;;1;;1966-6-16;1966;;6;;16;15;Observations: Reported;1966;;6;;16;15;12,606;-86,84
285070;Akan;18699;Confirmed Eruption;Me-Akan (Nakamachineshiri);1;;1966-6-15;1966;;6;;15;5;Observations: Reported;1966;;6;;15;5;43,384;144,013
261170;Kerinci;15516;Confirmed Eruption;;2;;1966-6-9;1966;;6;;9;;Observations: Reported;1966;;6;>;30;;-1,697;101,264
266030;Soputan;13596;Confirmed Eruption;Kawah Soputan;3;;1966-5-21;1966;;5;;21;;Observations: Reported;1967;;11;;16;15;1,112;124,737
360160;Kick 'em Jenny;12461;Confirmed Eruption;;0;;1966-5-5;1966;;5;;5;;Observations: Hydrophonic;1966;;8;;6;;12,3;-61,64
264010;Batur;16196;Confirmed Eruption;SW flank (west of 1965 vent);1;;1966-4-28;1966;;4;;28;;Observations: Reported;;;;;;;-8,2403;115,3775
263280;Kelud;15956;Confirmed Eruption;;4;;1966-4-26;1966;;4;;26;;Observations: Reported;1966;;4;;27;;-7,935;112,314
284202;Ruby;18533;Confirmed Eruption;;1;;1966-4-21;1966;;4;;21;7;Observations: Hydrophonic;1966;;5;;16;15;15,605;145,572
300240;Tolbachik;19316;Confirmed Eruption;;2;;1966-4-15;1966;;4;;15;45;Observations: Reported;;;;;;;55,832;160,326
241100;Ruapehu;14633;Confirmed Eruption;;1;;1966-4-4;1966;;4;;4;;Observations: Reported;1966;;9;;27;;-39,28;175,57
264030;Rinjani;16223;Confirmed Eruption;East side of Barujari (2250 m);1;;1966-3-28;1966;;3;;28;;Observations: Reported;1966;;8;;8;;-8,42;116,47
255020;Bagana;15135;Confirmed Eruption;;3;;1966-3-20;1966;;3;;20;;Observations: Reported;1967;;11;;30;;-6,137;155,196
255060;Kavachi;15159;Confirmed Eruption;;2;;1966-3-19;1966;;3;;19;;Observations: Reported;1966;;3;>;22;;-8,991;157,979
261140;Marapi;15463;Confirmed Eruption;B and C Craters, Kebun Bungo;1;;1966-3-16;1966;;3;;16;15;Observations: Reported;1966;;6;;16;15;-0,38;100,474
233020;Fournaise, Piton de la;14362;Confirmed Eruption;SE flank (Cratere Maillard, 2400 m);2;?;1966-3-15;1966;;3;;15;;Observations: Reported;1966;;5;;15;;-21,244;55,708
312030;Pavlof;20137;Confirmed Eruption;Upper NE or NNE flank;2;;1966-3-15;1966;;3;;15;;Observations: Reported;;;;;;;55,417;-161,894
333020;Rocard;10303;Confirmed Eruption;;0;;1966-3-9;1966;;3;;9;;Observations: Hydrophonic;1966;;3;;20;;-17,662;-148,586
264050;Sangeang Api;16250;Confirmed Eruption;;2;;1966-2-28;1966;;2;;28;;Observations: Reported;1966;;11;;16;15;-8,2;119,07
343100;San Miguel;10858;Confirmed Eruption;;2;;1966-2-22;1966;;2;;22;;Observations: Reported;;;;;;;13,434;-88,269
342090;Fuego;10722;Confirmed Eruption;;3;;1966-2-7;1966;;2;;7;;Observations: Reported;1966;;5;;1;;14,4748;-90,8806
313030;Redoubt;20387;Confirmed Eruption;North end of summit crater (2300 m);3;;1966-1-24;1966;;1;;24;;Observations: Reported;1966;;2;;20;;60,485;-152,742
211060;Etna;13796;Confirmed Eruption;NE Crater, Central Crater;2;;1966-1-10;1966;;1;;10;;Observations: Reported;1971;;6;;12;;37,748;14,999
332010;Kilauea;10100;Confirmed Eruption;East rift zone (915-960 m);0;;1965-12-24;1965;;12;;24;;Observations: Reported;1965;;12;;25;;19,421;-155,287
255060;Kavachi;15158;Confirmed Eruption;;2;;1965-12-11;1965;;12;;11;;Observations: Reported;1965;;12;;13;;-8,991;157,979
290240;Sarychev Peak;18815;Confirmed Eruption;;2;;1965-12-9;1965;;12;;9;;Observations: Reported;1965;;12;;9;;48,092;153,2
284010;Izu-Oshima;18037;Confirmed Eruption;Mihara-yama;1;;1965-11-25;1965;;11;;25;;Observations: Reported;1966;;6;;13;;34,724;139,394
256010;Tinakula;15200;Confirmed Eruption;Upper NW flank;3;;1965-11-23;1965;;11;;23;;Observations: Reported;1966;;6;;11;;-10,386;165,804
284090;Izu-Torishima;18370;Confirmed Eruption;;0;;1965-11-13;1965;;11;;13;;Observations: Hydrophonic;1965;;12;;5;4;30,484;140,303
264270;Sirung;16363;Confirmed Eruption;;1;;1965-11-2;1965;;11;;2;;Observations: Reported;1965;;11;;2;;-8,4972;124,1306
360160;Kick 'em Jenny;12460;Confirmed Eruption;;0;;1965-10-24;1965;;10;;24;;Observations: Hydrophonic;1965;;10;;24;;12,3;-61,64
263090;Tangkuban Parahu;15680;Confirmed Eruption;;1;;1965-10-16;1965;;10;;16;15;Observations: Reported;1965;;10;;16;15;-6,77;107,6
344100;Masaya;11029;Confirmed Eruption;Santiago;1;;1965-10-10;1965;;10;?;10;;Observations: Reported;1985;;4;?;16;15;11,9844;-86,1688
